Expt,ClogP,Polarizability,Name,SLN
-2.49,2.41,99.602,4-nitrotoluene,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)CH3
-2.11,1.02,194.798,chloramphenicol,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)CH(OH)CH(NHC(=O)CH(Cl)Cl)CH2OH
-2.92,2.6,100.284,p-chloronitrobenzene,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)Cl
-2.8,1.89,104.497,4-nitrobenzoic acid,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)C(=O)OH
-3.39,1.37,102.829,"1,4-dinitrobenzene",N(=O)(=O)C[4]=CHCH=C(CH=CH@4)N(=O)=O
-2.37,1.39,96.844,4-nitroaniline,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)NH2
-2.69,1.66,122.4,4-nitroacetanilide,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)NHC(=O)CH3
-5.46,4.92,183.911,nitrofen,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OC[15]=C(CH=C(CH=CH@15)Cl)Cl
-2.41,2.03,103.909,4-nitroanisole,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OCH3
-0.74,1.57,91.425,4-nitrophenol,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OH
-4.66,3.84,186.905,parathion,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OP(=S)(OCH2CH3)OCH2CH3
-3.68,2.78,161.937,parathion methyl,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OP(=S)(OCH3)OCH3
-1.8,1.95,87.118,nitrobenzene,N(=O)(=O)C[4]=CHCH=CHCH=CH@4
-2.28,-1.13,85.334,5-nitrobarbituric acid,N(=O)(=O)C[4]HC(NHC(NHC@4=O)=O)=O
-2.81,0.91,180.631,benznidazole,N(=O)(=O)C[4]N(CH=CHN=@4)CH2C(=O)NHCH2C[21]=CHCH=CHCH=CH@21
-1.26,-1.33E-02,108.47,metronidazole,N(=O)(=O)C[4]N(C(=NCH=@4)CH3)CH2CH2OH
-2.19,0.28,89.911,nifuroxime,N(=O)(=O)C[4]OC(=CHCH=@4)CH=[S=I]NOH
-3.38,-0.4,136.902,nitrofurantoin,N(=O)(=O)C[4]OC(=CHCH=@4)CH=[S=N]NN[14]CH2C(NHC@14=O)=O
-2.19,0.28,89.911,nifuroxime,N(=O)(=O)C[4]OC(=CHCH=@4)CH=[S=N]NOH
-3.22,0.91,130.061,niridazole,N(=O)(=O)C[4]SC(=NCH=@4)N[10]CH2CH2NHC@10=O
-2,3.09,72.946,chloropicrin,N(=O)(=O)C(Cl)(Cl)Cl
-0.8,0.87,58.416,1-nitropropane,N(=O)(=O)CH2CH2CH3
-0.22,0.34,45.932,nitroethane,N(=O)(=O)CH2CH3
0.26,-0.2,33.448,nitromethane,N(=O)(=O)CH3
-0.62,0.68,58.416,2-nitropropane,N(=O)(=O)CH(CH3)CH3
-1.37,-1.31,58.907,nitroguanidine,N(=O)(=O)NHC(=NH)NH2
-2.63,0.9,115.243,isosorbide dinitrate,N(=O)(=O)OC[5]HC[7]HOCH2CH(CH@7OCH2@5)ON(=O)=O
-2.22,2.32,102.759,nitroglycerin,N(=O)(=O)OCH(CH2ON(=O)=O)CH2ON(=O)=O
-4.61,2.8,166.649,"2-Phenyl-3,1-benzoxazin-4-one",N[1]=C(OC[4]=C(CH=CHCH=CH@4)C@1=O)C[16]=CHCH=CHCH=CH@16
-4.61,2.8,166.649,bentranil,N[1]=C(OC(C[5]=C@1CH=CHCH=CH@5)=O)C[16]=CHCH=CHCH=CH@16
-2.16,0.15,87.447,1H-indazole,N[1]=C[2]CH=CHCH=CHC@2=C=N@1
-2.38,-0.48,85.507,allopurinol,N[1]=CHNHC(C[7]CH=NNHC@1=@7)=O
0.59,-1.24,61.009,4(3H)-Pyrimidonep,N[1]=CHN=CHCH2C@1=O
-3.12,-1.47,292.244,tetracycline,N(C[2]HC[4]HCH2C[9]HC(C[12]=C(C(=CHCH=CH@12)OH)C(C@9=C(C@4(C(C(=C@2OH)C(=O)NH2)=O)OH)OH)=O)(OH)CH3)(CH3)CH3
-1.42,-0.45,265.139,rolitetracycline,N(C[2]HC[4]HCH2C[9]HC(C[12]=C(CH=CHCH=CH@12)C(C@9=C(C@4(C(CH=C@2OH)=O)OH)OH)=O)(OH)CH3)(CH3)CH3
-3.14,-1.5,296.551,oxytetracycline,N(C[2]HC[4]HCH(C[8]HC(C[11]=C(C(=CHCH=CH@11)OH)C(C@8=C(C@4(C(C(=C@2OH)C(=O)NH2)=O)OH)OH)=O)(OH)CH3)OH)(CH3)CH3
-2.87,-0.54,292.244,doxycycline,N(C[2]HC[4]HCH(C[8]HCH(C[12]=C(C(=CHCH=CH@12)OH)C(C@8=C(C@4(C(C(=C@2OH)C(=O)NH2)=O)OH)OH)=O)CH3)OH)(CH3)CH3
-2.38,1.07,97.599,phthalonitrile,N#CC[3]=C(CH=CHCH=CH@3)C#N
-1,1.65,84.503,benzonitrile,N#CC[3]=CHCH=CHCH=CH@3
0.28,8.42E-02,43.317,propionitrile,N#CCH2CH3
-0.96,0.92,67.629,3-pentenenitrile,N#CCH2CH=[S=I]CHCH3
-0.96,0.92,67.629,3-pentenenitrile,N#CCH2CH=[S=N]CHCH3
0.26,-0.45,30.833,acetonitrile,N#CCH3
0.15,0.19,42.661,acrylonitrile,N#CCH=CH2
-0.77,-0.36,280.608,amygdalin,N#CCH(OC[6]HOCH(CH(CH(CH@6OH)OH)OH)CH2OC[27]HOCH(CH(CH(CH@27OH)OH)OH)CH2OH)C[49]=CHCH=CHCH=CH@49
-6.03,5.48,265.433,fenpropathrin,N#CCH(OC(=O)C[8]HC(C@8(CH3)CH3)(CH3)CH3)C[28]=CHC(=CHCH=CH@28)OC[39]=CHCH=CHCH=CH@39
-3.12,4.84,164.787,tributylamine,N(CH2CH2CH2CH3)(CH2CH2CH2CH3)CH2CH2CH2CH3
-2.28,3.25,127.335,tripropylamine,N(CH2CH2CH3)(CH2CH2CH3)CH2CH2CH3
-4.46,4.92,239.721,amitriptyline,N(CH2CH2CH=C[10]C[11]=C(CH=CHCH=CH@11)CH2CH2C[27]=C@10CH=CHCH=CH@27)(CH3)CH3
-3.4,3.86,231.544,doxepin,N(CH2CH2CH=[S=I]C[10]C[11]=C(CH=CHCH=CH@11)OCH2C[25]=C@10CH=CHCH=CH@25)(CH3)CH3
-3.4,3.86,231.544,doxepin,N(CH2CH2CH=[S=N]C[10]C[11]=C(CH=CHCH=CH@11)OCH2C[25]=C@10CH=CHCH=CH@25)(CH3)CH3
-2.64,2.84,213.612,tripelenamine,N(CH2CH2N(CH2C[12]=CHCH=CHCH=CH@12)C[23]N=CHCH=CHCH=@23)(CH3)CH3
-3.7,3.87,269.099,dibucaine,N(CH2CH2NHC(=O)C[12]C[13]=C(N=C(CH=@12)OCH2CH2CH2CH3)CH=CHCH=CH@13)(CH2CH3)CH2CH3
-1.4,2.36,183.142,procaine,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)NH2)(CH2CH3)CH2CH3
-3.84,4.81,227.659,stadacaine,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)OCH2CH2CH2CH3)(CH2CH3)CH2CH3
-2.71,3.75,202.691,parethoxycaine,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)OCH2CH3)(CH2CH3)CH2CH3
-0.73,0.81,139.683,N-phenyldiethanolamine,N(CH2CH2OH)(CH2CH2OH)C[18]=CHCH=CHCH=CH@18
-3.84,5.36,227.659,stadacaine,N(CH2CH3)(CH2CH3)C[16]=C(CH=CHC(=CH@16)OCH2CH2CH2CH3)C(=O)OCH2CH3
-3.03,3.39,131.069,"N,N-diethylaniline",N(CH2CH3)(CH2CH3)C[16]=CHCH=CHCH=CH@16
-0.14,1.66,89.883,triethylamine,N(CH2CH3)(CH2CH3)CH2CH3
-1.76,2.36,191.319,lidocaine,N(CH2CH3)(CH2CH3)CH2C(=O)NHC[23]=C(CH=CHCH=C@23CH3)CH3
-3.57,3.24,215.258,Napropamide,N(CH2CH3)(CH2CH3)C(=O)CH(OC[21]C[22]=C(CH=CHCH=@21)CH=CHCH=CH@22)CH3
-0.95,1.07,119.173,N-methylacetanilide,N(CH3)(C[6]=CHCH=CHCH=CH@6)C(=O)CH3
-3.35,3.01,220.021,methyldymron,N(CH3)(C[6]=CHCH=CHCH=CH@6)C(=O)NHC(CH3)(CH3)C[30]=CHCH=CHCH=CH@30
-2.36,2.01,158.174,aminocarb,N(CH3)(CH3)C[10]=C(CH=C(CH=CH@10)OC(=O)NHCH3)CH3
-1.92,2.33,106.101,"N,N-dimethylaniline",N(CH3)(CH3)C[10]=CHCH=CHCH=CH@10
-2.24,2.79,161.186,dimethirimol,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH2CH2CH2CH3)OH
-1.95,1.7,171.5,pirimicarb,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH3)OC(=O)N(CH3)CH3
-3.36,2.42,158.026,altretamine,N(CH3)(CH3)C[10]=NC(=NC(=N@10)N(CH3)CH3)N(CH3)CH3
0.84,6.28E-02,52.431,trimethylamine,N(CH3)(CH3)CH3
-2.34,0.86,164.181,formetanate,N(CH3)(CH3)CH=[S=I]NC[13]=CHC(=CHCH=CH@13)OC(=O)NHCH3
-2.34,0.86,164.181,formetanate,N(CH3)(CH3)CH=[S=N]NC[13]=CHC(=CHCH=CH@13)OC(=O)NHCH3
1.11,-0.75,65.503,"N,N-dimethylacetamide",N(CH3)(CH3)C(=O)CH3
-2.98,2.63,197.811,diphenamid,N(CH3)(CH3)C(=O)CH(C[14]=CHCH=CHCH=CH@14)C[25]=CHCH=CHCH=CH@25
0.94,0.19,87.713,tetramethylurea,N(CH3)(CH3)C(=O)N(CH3)CH3
-2.93,1.66,205.94,kasugamycin,N(CH3)(CH3)C(=O)NHC[14]=CHC(=CHCH=CH@14)OC(=O)NHC(CH3)(CH3)CH3
-3.54,2.32,166.351,isoproturon,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)CH(CH3)CH3
-4.16,2.02,216.151,difenoxuron,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)OC[25]=CHCH=C(CH=CH@25)OCH3
-1.6,0.98,128.899,fenuron,N(CH3)(CH3)C(=O)NHC[14]=CHCH=CHCH=CH@14
-0.85,1.27,150.348,dimetan,N(CH3)(CH3)C(=O)OC[13]=CHC(CH2C(CH2@13)(CH3)CH3)=O
-5.47,5.64,246.689,amitraz,N(CH3)(CH=[S=I]NC[9]=C(CH=C(CH=CH@9)CH3)CH3)CH=[S=I]NC[29]=C(CH=C(CH=CH@29)CH3)CH3
-5.47,5.64,246.689,amitraz,N(CH3)(CH=[S=N]NC[9]=C(CH=C(CH=CH@9)CH3)CH3)CH=[S=N]NC[29]=C(CH=C(CH=CH@29)CH3)CH3
-1.6,2.15,203.279,metalaxyl,N(CH(CH3)C(=O)OCH3)(C[15]=C(CH=CHCH=C@15CH3)CH3)C(=O)CH2OCH3
-6.2,4.63,206.659,6-aminochrysene,NH2C[4]C[5]=C(C[7]=C(C[9]=C(CH=CH@7)CH=CHCH=CH@9)CH=@4)CH=CHCH=CH@5
-1.92,2.17,122.975,1-naphthylamine,NH2C[4]C[5]=C(CH=CHCH=@4)CH=CHCH=CH@5
-4.22,2.61,158.996,1-aminoacridine,NH2C[4]C[5]=C(N=C[8]C(=CH@5)CH=CHCH=CH@8)CH=CHCH=@4
-2.35,2.92,131.069,"2,6-diethylaniline",NH2C[4]=C(CH=CHCH=C@4CH2CH3)CH2CH3
-0.85,1.4,93.617,2-methylaniline,NH2C[4]=C(CH=CHCH=CH@4)CH3
-1.52,1.21,98.512,2-aminobenzoic acid,NH2C[4]=C(CH=CHCH=CH@4)C(=O)OH
-0.42,5.25E-02,90.859,"1,2-benzenediamine",NH2C[4]=C(CH=CHCH=CH@4)NH2
-0.72,0.44,85.44,2-aminophenol,NH2C[4]=C(CH=CHCH=CH@4)OH
-5.17,3.4,164.817,2-aminoanthracene,NH2C[4]=CHC[7]=C(CH=C[11]C(=CH@7)CH=CHCH=CH@11)CH=CH@4
-0.85,1.4,93.617,3-methylaniline,NH2C[4]=CHC(=CHCH=CH@4)CH3
-1.28,0.69,106.689,m-aminoacetophenone,NH2C[4]=CHC(=CHCH=CH@4)C(=O)CH3
-2.7,1.56,157.013,benzidine,NH2C[4]=CHCH=C(CH=CH@4)C[14]=CHCH=C(CH=CH@14)NH2
-2.3,1.64,169.497,di-(p-aminophenyl)methane,NH2C[4]=CHCH=C(CH=CH@4)CH2C[17]=CHCH=C(CH=CH@17)NH2
-1.21,1.4,93.617,4-methylaniline,NH2C[4]=CHCH=C(CH=CH@4)CH3
-2.63,0.94,119.173,p-aminopropiophenone,NH2C[4]=CHCH=C(CH=CH@4)C(=O)CH2CH3
-1.61,0.41,106.689,p-aminoacetophenone,NH2C[4]=CHCH=C(CH=CH@4)C(=O)CH3
-5.4,5.13,198.384,octyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3
-4.6,4.6,185.9,heptyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH2CH3
-3.95,4.07,173.416,hexyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH3
-3.26,3.54,160.932,pentyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH3
-3.08,3.01,148.448,butamben,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH3
-2.33,2.48,135.964,propyl-p-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH3
-2.62,1.95,123.48,benzocaine,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH3
-1.59,1.41,110.996,methyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH3
-0.4,0.83,98.512,4-aminobenzoic acid,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OH
-0.38,-0.68,90.859,"1,4-benzenediamine",NH2C[4]=CHCH=C(CH=CH@4)NH2
-0.8,-0.29,85.44,4-aminophenol,NH2C[4]=CHCH=C(CH=CH@4)OH
-0.41,0.94,81.133,aniline,NH2C[4]=CHCH=CHCH=CH@4
-3.21,0.96,445.096,pimaricin,NH2C[4]HCH(CH(OCH(CH@4OH)CH3)OC[22]HCH2C[27]HOC(CH2CH(CH@27C(=O)OH)OH)(CH2CH(CH2C[52]HOCH@52CH=CHC(OCH(CH2CH=CHCH=CHCH=CHCH=CH@22)CH3)=O)OH)OH)OH
-3.21,0.96,445.096,pimaricin,NH2C[4]HCH(CH(OCH(CH@4OH)CH3)OC[22]HCH2C[27]HOC(CH2CH(CH@27C(=O)OH)OH)(CH2CH(CH2C[52]HOCH@52CH=CHC(OCH(CH2CH=CHCH=CHCH=CHCH=CH@22)CH3)=O)OH)OH)OH
-2.4,1.34,185.297,triamterene,NH2C[4]=NC[6]N=C(C(=NC=@6C(=N@4)NH2)C[17]=CHCH=CHCH=CH@17)NH2
-2.1,0.46,237.503,tetroxoprim,NH2C[4]=NC(=C(CH=N@4)CH2C[14]=CHC(=C(C(=CH@14)OCH3)OCH2CH2OCH3)OCH3)NH2
-2.86,0.79,208.228,trimethoprim,NH2C[4]=NC(=C(CH=N@4)CH2C[14]=CHC(=C(C(=CH@14)OCH3)OCH3)OCH3)NH2
-1.28,0.39,94.459,"2,6-dimethyl-4-pyrimidinamine",NH2C[4]N=C(N=C(CH=@4)CH3)CH3
-2.12,-0.148,90.926,purin-6-amine,NH2C[4]C[5]NHCH=NC=@5N=CHN=@4
-1.53,1.09,93.617,benzylamine,NH2CH2C[7]=CHCH=CHCH=CH@7
-1.12,0.72,110.408,Tyramine,NH2CH2CH2C[10]=CHCH=C(CH=CH@10)OH
-2.7,2.55,157.198,11-Aminoundecanoic acid,NH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2C(=O)OH
-2.75,3.06,114.851,n-octylamine,NH2CH2CH2CH2CH2CH2CH2CH2CH3
-1.85,2.52,102.367,heptylamine,NH2CH2CH2CH2CH2CH2CH2CH3
-1.1,1.99,89.883,hexylamine,NH2CH2CH2CH2CH2CH2CH3
-1.71,2.87,114.851,2-ethylhexylamine,NH2CH2CH(CH2CH2CH2CH3)CH2CH3
-0.48,0.46,110.408,phenylethanolamine,NH2CH2CH(OH)C[11]=CHCH=CHCH=CH@11
-1.6,-0.22,132.094,levodopa,NH2CH(CH2C[9]=CHC(=C(CH=CH@9)OH)OH)C(=O)OH
-2.57,0.38,127.787,L-tyrosine,NH2CH(CH2C[9]=CHCH=C(CH=CH@9)OH)C(=O)OH
-1.23,1.11,123.48,L-tryptophan,NH2CH(CH2C[9]=CHCH=CHCH=CH@9)C(=O)OH
-0.55,-1.67,92.608,glutamine,NH2CH(CH2CH2C(=O)NH2)C(=O)OH
0.31,-0.15,69.81,alpha-Aminobutyric acid,NH2CH(CH2CH3)C(=O)OH
-0.74,-1.51,80.124,L-asparagine,NH2CH(CH2C(=O)NH2)C(=O)OH
1.08,-0.51,69.81,beta-aminobutyric acid,NH2CH(CH2C(=O)OH)CH3
-0.09,-1.23,74.117,threonine,NH2CH(CH(OH)CH3)C(=O)OH
-0.31,-1.15,56.292,2-cyanoguanidine,NH2C(=NC#N)NH2
-2.92,-1.73,117.003,phthalamide,NH2C(=O)C[6]=C(CH=CHCH=CH@6)C(=O)NH2
-1.76,1.41,98.512,salicylamide,NH2C(=O)C[6]=C(CH=CHCH=CH@6)OH
-0.96,0.74,94.205,benzamide,NH2C(=O)C[6]=CHCH=CHCH=CH@6
0.61,-0.11,88.384,nicotinamide,NH2C(=O)C[6]=CHN=CHCH=CH@6
-0.91,-0.37,82.563,2-pyrazinecarboxamide,NH2C(=O)C[6]N=CHCH=NCH=@6
1.58,-1.23,40.535,acetamide,NH2C(=O)CH3
0.96,-0.78,52.363,acrylamide,NH2C(=O)CH=CH2
0.96,-2.11,37.777,urea,NH2C(=O)NH2
0.1,0.55,82.294,o-t-butyl carbamate,NH2C(=O)OC(CH3)(CH3)CH3
-0.35,1.2,110.996,o-benzyl carbamate,NH2C(=O)OCH2C[10]=CHCH=CHCH=CH@10
-1.67,0.7,146.851,meprobamate,NH2C(=O)OCH2C(CH2OC(=O)NH2)(CH2CH2CH3)CH3
-0.8,1.08,94.778,carbamic acid,NH2C(=O)OCH2C(CH3)(CH3)CH3
-3.3,3.04,132.23,n-octyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3
-2.62,2.51,119.746,n-heptyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH2CH2CH3
-1.92,1.98,107.262,n-hexyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH2CH3
-1.47,1.44,94.778,n-amyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH3
-0.66,0.91,82.294,o-butyl carbamate,NH2C(=O)OCH2CH2CH2CH3
0.85,-0.15,57.326,o-ethyl carbamate,NH2C(=O)OCH2CH3
-0.3,0.73,82.294,o-isobutyl carbamate,NH2C(=O)OCH2CH(CH3)CH3
-0.99,0.55,161.369,methocarbamol,NH2C(=O)OCH2CH(OH)CH2OC[18]=C(CH=CHCH=CH@18)OCH3
0.97,-0.68,44.842,o-methyl carbamate,NH2C(=O)OCH3
-3.78,5.33,189.634,mefenamic acid,NH(C[3]=C(C(=CHCH=CH@3)CH3)CH3)C[20]=C(CH=CHCH=CH@20)C(=O)OH
-2.24,0.72,110.996,2-hydroxyacetanilide,NH(C[3]=C(CH=CHCH=CH@3)OH)C(=O)CH3
-2.09,1.54,119.173,3-methylacetanilide,NH(C[3]=CHC(=CHCH=CH@3)CH3)C(=O)CH3
-4.8,3.46,216.739,phenmedipham,NH(C[3]=CHC(=CHCH=CH@3)OC(=O)NHC[18]=CHC(=CHCH=CH@18)CH3)C(=O)OCH3
-4.63,3.53,216.739,desmedipham,NH(C[3]=CHC(=CHCH=CH@3)OC(=O)NHC[18]=CHCH=CHCH=CH@18)C(=O)OCH2CH3
-1.58,1.25,119.761,4-formylacetanilide,NH(C[3]=CHCH=C(CH=CH@3)CH=O)C(=O)CH3
-0.98,8.05E-02,116.415,4-aminoacetanilide,NH(C[3]=CHCH=C(CH=CH@3)NH2)C(=O)CH3
-2.37,1.63,135.964,phenacetin,NH(C[3]=CHCH=C(CH=CH@3)OCH2CH3)C(=O)CH3
-2.17,0.92,133.206,dulcin,NH(C[3]=CHCH=C(CH=CH@3)OCH2CH3)C(=O)NH2
-1.3,1.09,123.48,4-methoxyacetanilide,NH(C[3]=CHCH=C(CH=CH@3)OCH3)C(=O)CH3
-1.91,0.6,136.552,p-acetoxy-acetanilide,NH(C[3]=CHCH=C(CH=CH@3)OC(=O)CH3)C(=O)CH3
-1.03,0.34,110.996,4-hydroxyacetanilide,NH(C[3]=CHCH=C(CH=CH@3)OH)C(=O)CH3
-3.51,2.97,147.287,diphenylamine,NH(C[3]=CHCH=CHCH=CH@3)C[14]=CHCH=CHCH=CH@14
-0.68,1.15,94.205,formanilide,NH(C[3]=CHCH=CHCH=CH@3)CH=O
-3.59,3.27,164.666,salicylanilide,NH(C[3]=CHCH=CHCH=CH@3)C(=O)C[16]=C(CH=CHCH=CH@16)OH
-3.3,2.24,152.838,fenfuram,NH(C[3]=CHCH=CHCH=CH@3)C(=O)C[16]=C(OCH=CH@16)CH3
-2.56,2.52,165.978,pyracarbolid,NH(C[3]=CHCH=CHCH=CH@3)C(=O)C[16]=C(OCH2CH2CH2@16)CH3
-1.92,1.61,119.173,propionanilide,NH(C[3]=CHCH=CHCH=CH@3)C(=O)CH2CH3
-1.33,1.08,106.689,acetanilide,NH(C[3]=CHCH=CHCH=CH@3)C(=O)CH3
-3.15,2.86,170.085,carbanilide,NH(C[3]=CHCH=CHCH=CH@3)C(=O)NHC[18]=CHCH=CHCH=CH@18
-3.01,2.69,167.239,isonoruron,NH(C[3]HC[5]HC[7]HCH(CH(CH2@5)CH2@3)CH2CH2CH2@7)C(=O)N(CH3)CH3
-2.36,2.99,155.835,cycluron,NH(C[3]HCH2CH2CH2CH2CH2CH2CH2@3)C(=O)N(CH3)CH3
-4.11,3.66,184.537,siduron,NH(C[3]HCH(CH2CH2CH2CH2@3)CH3)C(=O)NHC[27]=CHCH=CHCH=CH@27
-0.5,-3.34,360.457,amikacin,NH(C[3]HCH(CH(CH(CH(CH2@3)NH2)OC[20]HOCH(CH(CH(CH@20OH)OH)OH)CH2NH2)OH)OC[46]HOCH(CH(CH(CH@46OH)NH2)OH)CH2OH)C(=O)CH(OH)CH2CH2NH2
-3.24,2.91,165.091,terbumeton,NH(C(CH3)(CH3)CH3)C[16]=NC(=NC(=N@16)OCH3)NHCH2CH3
-1.22,1.46E-02,181.442,salbutamol,NH(C(CH3)(CH3)CH3)CH2CH(OH)C[23]=CHC(=C(CH=CH@23)OH)CH2OH
-0.95,0.73,116.415,benzylurea,NH(CH2C[6]=CHCH=CHCH=CH@6)C(=O)NH2
-1.44,2.76,114.851,n-dibutylamine,NH(CH2CH2CH2CH3)CH2CH2CH2CH3
-0.46,1.69,89.883,dipropylamine,NH(CH2CH2CH3)CH2CH2CH3
-4.7,3.83,223.216,fenoxycarb,NH(CH2CH2OC[10]=CHCH=C(CH=CH@10)OC[21]=CHCH=CHCH=CH@21)C(=O)OCH2CH3
-3.27,3.2,195.626,naepaine,NH(CH2CH2OC(=O)C[12]=CHCH=C(CH=CH@12)NH2)CH2CH2CH2CH2CH3
-1.7,2.13,106.101,N-ethylaniline,NH(CH2CH3)C[10]=CHCH=CHCH=CH@10
-3.02,2.53,161.186,ethirimol,NH(CH2CH3)C[10]=NC(=C(C(=N@10)CH3)CH2CH2CH2CH3)OH
-1.83,1.52,171.246,carbetamide,NH(CH2CH3)C(=O)CH(OC(=O)NHC[19]=CHCH=CHCH=CH@19)CH3
-1.51,-1.85,73.059,quanidinoacetic acid,NH(CH2C(=O)OH)C(=NH)NH2
-1.68,0.31,124.068,hippuric acid,NH(CH2C(=O)OH)C(=O)C[12]=CHCH=CHCH=CH@12
-5.15,1.49,330.839,glycocholic acid,NH(CH2C(=O)OH)C(=O)CH2CH2CH(C[20]HC[22](CH(C[25]HCH(C[29](CH(CH2CH@25OH)CH2CH(CH2CH2@29)OH)CH3)CH2CH@22OH)CH2CH2@20)CH3)CH3
-2.88,2.47,110.996,N-methylanthranilic acid,NH(CH3)C[7]=C(CH=CHCH=CH@7)C(=O)OH
-1.28,1.6,93.617,N-methylaniline,NH(CH3)C[7]=CHCH=CHCH=CH@7
1.13,-1.23,50.261,N-methylurea,NH(CH3)C(=O)NH2
-2.8,1.76,158.457,carbofuran,NH(CH3)C(=O)OC[10]=C[11]C(=CHCH=CH@10)CH2C(O@11)(CH3)CH3
-3.28,2.4,152.838,carbaryl,NH(CH3)C(=O)OC[10]C[11]=C(CH=CHCH=@10)CH=CHCH=CH@11
-1.57,0.57,150.28,dioxacarb,NH(CH3)C(=O)OC[10]=C(CH=CHCH=CH@10)C[20]HOCH2CH2O@20
-2.86,2.5,148.448,isoprocarb,NH(CH3)C(=O)OC[10]=C(CH=CHCH=CH@10)CH(CH3)CH3
-2.05,1.6,152.755,propoxur,NH(CH3)C(=O)OC[10]=C(CH=CHCH=CH@10)OCH(CH3)CH3
-4.24,4.54,210.868,butacarb,NH(CH3)C(=O)OC[10]=CHC(=CHC(=CH@10)C(CH3)(CH3)CH3)C(CH3)(CH3)CH3
-2.58,2.09,135.964,XMC,NH(CH3)C(=O)OC[10]=CHC(=CHC(=CH@10)CH3)CH3
-1.8,1.63,123.48,m-tolyl methylcarbamate,NH(CH3)C(=O)OC[10]=CHC(=CHCH=CH@10)CH3
-1.8,1.17,110.996,metolcarb,NH(CH3)C(=O)OC[10]=CHCH=CHCH=CH@10
-2.08,2.56,152.607,atratone,NH(CH(CH3)CH3)C[13]=NC(=NC(=N@13)OCH3)NHCH2CH3
-2.48,2.91,165.091,prometon,NH(CH(CH3)CH3)C[13]=NC(=NC(=N@13)OCH3)NHCH(CH3)CH3
-0.42,1.05,135.376,ephedrine,NH(CH(CH(OH)C[9]=CHCH=CHCH=CH@9)CH3)CH3
-2.27,0.84,173.431,dibenzamid,NH(C(=O)C[5]=CHCH=CHCH=CH@5)C(=O)C[18]=CHCH=CHCH=CH@18
-0.9,-0.94,63.333,1-acetylurea,NH(C(=O)NH2)C(=O)CH3
0.07,1.25,90.859,phenyl hydrazine,NH(NH2)C[6]=CHCH=CHCH=CH@6
1.34,-1.05,37.189,methyl hydrazine,NH(NH2)CH3
0.01,-0.89,98.11,isoniazid,NH(NH2)C(=O)C[8]=CHCH=NCH=CH@8
-2.33,0.13,113.657,4-phenylsemicarbazide,NH(NH2)C(=O)NHC[10]=CHCH=CHCH=CH@10
-2.92,2.94,157.013,hydrazobenzene,NH(NHC[5]=CHCH=CHCH=CH@5)C[16]=CHCH=CHCH=CH@16
-2.46,1.03,169.227,isocarboxazid,NH(NHC(=O)C[7]=NOC(=CH@7)CH3)CH2C[20]=CHCH=CHCH=CH@20
-0.74,0.79,85.44,phenylhydroxylamine,NH(OH)C[5]=CHCH=CHCH=CH@5
-3.04,2.4,173.416,ibuproxam,NH(OH)C(=O)CH(CH3)C[13]=CHCH=C(CH=CH@13)CH2CH(CH3)CH3
1.12,-1.8,42.084,hydroxyurea,NH(OH)C(=O)NH2
-0.2,-1.14,105.092,daminozide,N(NHC(=O)CH2CH2C(=O)OH)(CH3)CH3
